video_id,positive,negative,neutral,score,likeCount,comment_count,category_Autos & Vehicles,category_Comedy,category_Education,category_Entertainment,category_Film & Animation,category_Gaming,category_Howto & Style,category_Music,category_News & Politics,category_Nonprofits & Activism,category_People & Blogs,category_Pets & Animals,category_Science & Technology,category_Sports,category_Travel & Events,cluster
BKjPYqFC05g,0.25157232704402516,0.2641509433962264,0.48427672955974843,0.7329462895974843,78,159,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2
Bardldt74yg,0.171875,0.5625,0.265625,0.74476010396875,32,128,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2
Bk7UI9ehV28,0.2549019607843137,0.24836601307189543,0.49673202614379086,0.7238124852091503,70,153,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11
BlHji1erWp0,0.19852941176470587,0.2426470588235294,0.5588235294117647,0.7341968840294117,27,136,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3
BltvY6gUxdo,0.29770992366412213,0.13740458015267176,0.5648854961832062,0.7330032441450381,28,131,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4
BsgQEBYVYgs,0.10655737704918032,0.3524590163934426,0.5409836065573771,0.7005027195573771,12,122,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3
BudcYUlufHo,0.8055555555555556,0.013888888888888888,0.18055555555555555,0.9228963802361112,1638,144,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,5
CQaiJrEJwb8,0.9797979797979798,0.0,0.020202020202020204,0.9773657231212122,52,99,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,12
CRlpMh2XF9M,0.05789473684210526,0.7263157894736842,0.21578947368421053,0.7622588857210526,11,190,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,6
CZliZvnFSv4,0.14942528735632185,0.5,0.3505747126436782,0.7359805932701149,25,174,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2
CgzHTd8BNcE,0.14705882352941177,0.28431372549019607,0.5686274509803921,0.7187533401862746,40,102,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11
DDkd_8BaXyg,0.8983050847457628,0.0,0.1016949152542373,0.9096105831355932,92,59,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,5
DENG7Q7VRgo,0.2743362831858407,0.19469026548672566,0.5309734513274337,0.7687507068495575,920,113,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11
DJWXRQBtAeA,0.0,0.4,0.6,0.7096257031000001,168,10,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3
DaYzVbWBZhI,0.20987654320987653,0.25925925925925924,0.5308641975308642,0.7226721445925925,823,81,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,12
DcIwk4AQAws,0.48936170212765956,0.1276595744680851,0.3829787234042553,0.7893500594893618,1499,47,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5
DiLajOKwZhg,0.7153284671532847,0.06569343065693431,0.21897810218978103,0.841002532160584,55,137,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,5
Dm36TrZnvd8,0.1619047619047619,0.3142857142857143,0.5238095238095238,0.7458141547809524,2310,105,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3
EAYfnuk2zGw,0.17073170731707318,0.3008130081300813,0.5284552845528455,0.6781591559837399,10,123,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,3
ECBGAX1J5_o,0.15827338129496402,0.2589928057553957,0.5827338129496403,0.7756434700143885,4,139,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1
ECtczddr3bo,0.2597402597402597,0.37662337662337664,0.36363636363636365,0.7564167430584415,18273,154,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,11
EIuEizW_yyI,0.5522388059701493,0.2537313432835821,0.19402985074626866,0.8344010041417911,343,134,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4
EP6QmR_Fghk,0.08333333333333333,0.5416666666666666,0.375,0.6870892134583334,56,24,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2
EeuRbuqV_4k,0.26119402985074625,0.30597014925373134,0.43283582089552236,0.741178695141791,252,134,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2
EpZusZvJYo0,0.3235294117647059,0.14705882352941177,0.5294117647058824,0.7430688997647058,856,68,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,8
F4dIxethVAY,0.28431372549019607,0.3235294117647059,0.39215686274509803,0.7452993176862744,20,102,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4
FOzFY_hTkp8,0.5384615384615384,0.11538461538461539,0.34615384615384615,0.8102385562307692,76,26,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2
FWOGsluNv6w,0.38181818181818183,0.13636363636363635,0.4818181818181818,0.7681697839727273,151,110,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5
Fc4tEPSMXhI,0.24516129032258063,0.3225806451612903,0.432258064516129,0.755746604167742,223,155,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2
FhaFhC_FRXc,0.15083798882681565,0.3240223463687151,0.5251396648044693,0.7188161157374302,13,179,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4
Fv2Y1odMjvE,0.6333333333333333,0.06666666666666667,0.3,0.8225936410333333,93,120,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5
G69lrMvMnx0,0.5,0.0,0.5,0.761346735,0,8,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5
GF0sSoX6l90,0.09933774834437085,0.33774834437086093,0.5629139072847682,0.735465148629139,35,151,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2
HILNWybDS34,0.22,0.32,0.46,0.73347566843,15,100,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,9
HIj2-h3DT90,0.3939393939393939,0.09848484848484848,0.5075757575757576,0.7503016001666667,80,132,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4
HJInQGm2GgE,0.5,0.176056338028169,0.323943661971831,0.796296634697183,31,142,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4
HMbH9M_Cc_Y,0.09615384615384616,0.4230769230769231,0.4807692307692308,0.6868902066923077,629,52,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,6
HR0uD48mU-4,0.5615384615384615,0.1,0.3384615384615385,0.8106799886692309,81,130,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4
Hc_j5iobLe4,0.3673469387755102,0.17687074829931973,0.4557823129251701,0.775835290829932,2364,147,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2
